"ID","Data.Source","Sequence.Length","Sequence.Quality","Collection.Date","Country","Location","GenBank","GISAID","Genome.Warehouse","NMDC","CNGBdb"
"EPI_ISL_417647","GISAID",29903,"High","2020/3/18","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417649","GISAID",29900,"High","2020/3/18","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417650","GISAID",29903,"High","2020/3/18","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417544","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417545","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417548","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417549","GISAID",29903,"High","2020/3/14","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417550","GISAID",29903,"High","2020/3/16","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417551","GISAID",29903,"High","2020/3/16","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417553","GISAID",29903,"High","2020/3/16","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417555","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417556","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417557","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417558","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417560","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417561","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417562","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417563","GISAID",29903,"High","2020/3/16","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417564","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417565","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417566","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417567","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417568","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417569","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417570","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417571","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417572","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417573","GISAID",29903,"High","2020/3/16","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417574","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417575","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417576","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417577","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417580","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417581","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417582","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417583","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417584","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417585","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417586","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417587","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417588","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417589","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417590","GISAID",29903,"High","2020/3/18","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417591","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417592","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417593","GISAID",29901,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417594","GISAID",29901,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417595","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417597","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417598","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417600","GISAID",29900,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417602","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417603","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417486","GISAID",29866,"High","2020/3/1","Norway","Norway / Oslo",0,1,0,0,0
"EPI_ISL_417487","GISAID",29860,"High","2020/3/1","Norway","Norway / Oslo",0,1,0,0,0
"EPI_ISL_417488","GISAID",29860,"High","2020/2/29","Norway","Norway / Oslo",0,1,0,0,0
"EPI_ISL_417491","GISAID",29801,"High","2020/3/3","Italy","Italy / Marche",0,1,0,0,0
"EPI_ISL_417492","GISAID",29781,"High","2020/3/13","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417493","GISAID",29782,"High","2020/3/13","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417494","GISAID",29783,"High","2020/3/13","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417495","GISAID",29785,"High","2020/3/13","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417496","GISAID",29784,"High","2020/3/13","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417497","GISAID",29782,"High","2020/3/13","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417498","GISAID",29784,"High","2020/3/13","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417499","GISAID",29782,"High","2020/3/13","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417500","GISAID",29782,"High","2020/3/14","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417501","GISAID",29782,"High","2020/3/14","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417502","GISAID",29782,"High","2020/3/14","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417503","GISAID",29782,"High","2020/3/14","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417504","GISAID",29782,"High","2020/3/26","United States","United States / Wisconsin / Dane",0,1,0,0,0
"EPI_ISL_417505","GISAID",29782,"High","2020/3/26","United States","United States / Wisconsin / Dane",0,1,0,0,0
"EPI_ISL_417506","GISAID",29782,"High","2020/3/26","United States","United States / Wisconsin / Dane county",0,1,0,0,0
"EPI_ISL_417507","GISAID",29782,"High","2020/3/26","United States","United States / Wisconsin / Dane county",0,1,0,0,0
"EPI_ISL_417508","GISAID",29782,"High","2020/3/26","United States","United States / Wisconsin / Dane county",0,1,0,0,0
"EPI_ISL_417509","GISAID",29782,"High","2020/3/26","United States","United States / Wisconsin / Dane county",0,1,0,0,0
"EPI_ISL_417510","GISAID",29782,"High","2020/3/26","United States","United States / Wisconsin / Dane county",0,1,0,0,0
"EPI_ISL_417512","GISAID",29782,"High","2020/3/26","United States","United States / Wisconsin / Dane",0,1,0,0,0
"EPI_ISL_417513","GISAID",29782,"High","2020/3/26","United States","United States / Wisconsin / Dane",0,1,0,0,0
"EPI_ISL_417514","GISAID",29782,"High","2020/3/26","United States","United States / Wisconsin / Dane",0,1,0,0,0
"EPI_ISL_417515","GISAID",29782,"High","2020/3/26","United States","United States / Wisconsin / Dane",0,1,0,0,0
"EPI_ISL_417516","GISAID",29782,"High","2020/3/26","United States","United States / Wisconsin / Dane",0,1,0,0,0
"EPI_ISL_417519","GISAID",29901,"High","2020/3/5","Taiwan","China / Taiwan / Taoyuan",0,1,0,0,0
"EPI_ISL_417520","GISAID",29886,"High","2020/3/9","Taiwan","China / Taiwan / Taoyuan",0,1,0,0,0
"EPI_ISL_417521","GISAID",29903,"High","2020/3/10","Taiwan","China / Taiwan / Taoyuan",0,1,0,0,0
"EPI_ISL_417522","GISAID",29900,"High","2020/3/13","Taiwan","China / Taiwan / Taoyuan",0,1,0,0,0
"EPI_ISL_417523","GISAID",29899,"High","2020/3/13","Taiwan","China / Taiwan / Taoyuan",0,1,0,0,0
"EPI_ISL_417524","GISAID",29902,"High","2020/3/14","Taiwan","China / Taiwan / Taoyuan",0,1,0,0,0
"EPI_ISL_417525","GISAID",29901,"High","2020/3/14","Taiwan","China / Taiwan / Taoyuan",0,1,0,0,0
"EPI_ISL_417526","GISAID",29903,"High","2020/3/18","Luxembourg","Luxembourg",0,1,0,0,0
"EPI_ISL_417527","GISAID",29887,"High","2020/3/18","Luxembourg","Luxembourg",0,1,0,0,0
"EPI_ISL_417528","GISAID",29858,"High","2020/3/18","Luxembourg","Luxembourg",0,1,0,0,0
"EPI_ISL_417529","GISAID",29861,"High","2020/3/18","Luxembourg","Luxembourg",0,1,0,0,0
"EPI_ISL_417530","GISAID",29873,"High","2020/3/18","Luxembourg","Luxembourg",0,1,0,0,0
"EPI_ISL_417531","GISAID",29876,"High","2020/3/18","Luxembourg","Luxembourg",0,1,0,0,0
"EPI_ISL_417532","GISAID",29882,"High","2020/3/18","Luxembourg","Luxembourg",0,1,0,0,0
"EPI_ISL_417533","GISAID",29877,"High","2020/3/18","Luxembourg","Luxembourg",0,1,0,0,0
"EPI_ISL_417534","GISAID",29886,"High","2020/3/18","Luxembourg","Luxembourg",0,1,0,0,0
"EPI_ISL_417536","GISAID",29903,"High","2020/3/16","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417538","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417540","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417541","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417542","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417543","GISAID",29903,"High","2020/3/17","Iceland","Iceland / Reykjavik",0,1,0,0,0
"EPI_ISL_417483","GISAID",29864,"High","2020/2/27","Norway","Norway / Oslo",0,1,0,0,0
"EPI_ISL_417484","GISAID",29865,"High","2020/2/26","Norway","Norway / Oslo",0,1,0,0,0
"EPI_ISL_417447","GISAID",29841,"High","2020/2/24","Italy","Italy / Lombardy / Milan",0,1,0,0,0
"EPI_ISL_417457","GISAID",29903,"High","2020/3/10","Germany","Germany / Duesseldorf",0,1,0,0,0
"EPI_ISL_417458","GISAID",29903,"High","2020/3/11","Germany","Germany / Duesseldorf",0,1,0,0,0
"EPI_ISL_417459","GISAID",29903,"High","2020/3/11","Germany","Germany / Duesseldorf",0,1,0,0,0
"EPI_ISL_417460","GISAID",29903,"High","2020/3/11","Germany","Germany / Duesseldorf",0,1,0,0,0
"EPI_ISL_417461","GISAID",29903,"High","2020/3/11","Germany","Germany / Duesseldorf",0,1,0,0,0
"EPI_ISL_417462","GISAID",29903,"High","2020/3/11","Germany","Germany / Duesseldorf",0,1,0,0,0
"EPI_ISL_417463","GISAID",29903,"High","2020/3/13","Germany","Germany / Duesseldorf",0,1,0,0,0
"EPI_ISL_417464","GISAID",29903,"High","2020/3/14","Germany","Germany / Duesseldorf",0,1,0,0,0
"EPI_ISL_417465","GISAID",29903,"High","2020/3/14","Germany","Germany / Duesseldorf",0,1,0,0,0
"EPI_ISL_417466","GISAID",29903,"High","2020/3/14","Germany","Germany / Duesseldorf",0,1,0,0,0
"EPI_ISL_417467","GISAID",29903,"High","2020/3/15","Germany","Germany / Duesseldorf",0,1,0,0,0
"EPI_ISL_417468","GISAID",29903,"High","2020/3/16","Germany","Germany / Duesseldorf",0,1,0,0,0
"EPI_ISL_417469","GISAID",29781,"High","2020/3/12","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417470","GISAID",29782,"High","2020/3/12","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417471","GISAID",29783,"High","2020/3/12","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417472","GISAID",29785,"High","2020/3/12","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417473","GISAID",29783,"High","2020/3/13","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417474","GISAID",29782,"High","2020/3/12","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417475","GISAID",29784,"High","2020/3/12","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417476","GISAID",29782,"High","2020/3/12","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417477","GISAID",29782,"High","2020/3/12","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417478","GISAID",29782,"High","2020/3/13","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417479","GISAID",29782,"High","2020/3/12","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417480","GISAID",29782,"High","2020/3/12","United States","United States / Minnesota",0,1,0,0,0
"EPI_ISL_417413","GISAID",29903,"High","2020/3/17","Turkey","Turkey",0,1,0,0,0
"EPI_ISL_417437","GISAID",29902,"High","2020/3/17","Congo","Congo / Kinshasa",0,1,0,0,0
"GWHACDE01000001","Genome Warehouse",29868,"High","2020/1/10","China","China / Hubei / Wuhan",0,0,1,0,0
"GWHACDF01000001","Genome Warehouse",29863,"High","2020/1/26","China","China / Hubei / Wuhan",0,0,1,0,0
"GWHACDG01000001","Genome Warehouse",29861,"High","2020/1/26","China","China / Hubei / Wuhan",0,0,1,0,0
"GWHACDH01000001","Genome Warehouse",29864,"High","2020/1/26","China","China / Hubei / Wuhan",0,0,1,0,0
"GWHACDI01000001","Genome Warehouse",29866,"High","2020/1/25","China","China / Hubei / Wuhan",0,0,1,0,0
"GWHACDJ01000001","Genome Warehouse",29865,"High","2020/1/25","China","China / Hubei / Wuhan",0,0,1,0,0
"EPI_ISL_417383","GISAID",29782,"High","2020/3/3","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417384","GISAID",29782,"High","2020/3/5","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417385","GISAID",29782,"High","2020/3/6","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417386","GISAID",29782,"High","2020/3/4","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417387","GISAID",29782,"High","2020/3/6","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417388","GISAID",29782,"High","2020/3/5","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417389","GISAID",29782,"High","2020/3/9","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417390","GISAID",29782,"High","2020/3/8","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417391","GISAID",29782,"High","2020/3/8","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417392","GISAID",29785,"High","2020/3/10","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417393","GISAID",29409,"High","2020/3/8","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417394","GISAID",29409,"High","2020/3/10","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417395","GISAID",29409,"High","2020/3/10","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417396","GISAID",29409,"High","2020/3/10","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417397","GISAID",29409,"High","2020/3/11","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417398","GISAID",29409,"High","2020/3/11","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417399","GISAID",29409,"High","2020/3/10","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417400","GISAID",29409,"High","2020/3/10","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417401","GISAID",29409,"High","2020/3/13","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417402","GISAID",29409,"High","2020/3/13","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417403","GISAID",29409,"High","2020/3/14","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417404","GISAID",29409,"High","2020/3/12","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417405","GISAID",29409,"High","2020/3/11","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417406","GISAID",29409,"High","2020/3/11","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417407","GISAID",29409,"High","2020/3/14","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417408","GISAID",29409,"High","2020/3/17","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417409","GISAID",29409,"High","2020/3/16","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417410","GISAID",29409,"High","2020/3/16","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417411","GISAID",29409,"High","2020/3/17","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417412","GISAID",29409,"High","2020/3/17","Australia","Australia / New South Wales / Sydney",0,1,0,0,0
"EPI_ISL_417418","GISAID",29946,"High","2020/3/1","Italy","Italy / Friuli Venezia Giulia",0,1,0,0,0
"EPI_ISL_417419","GISAID",29944,"High","2020/3/1","Italy","Italy / Friuli Venezia Giulia",0,1,0,0,0
"EPI_ISL_417420","GISAID",29866,"High","2020/3/23","China","China / Jiangxi / NanChang",0,1,0,0,0
"EPI_ISL_417421","GISAID",29977,"High","2020/3/1","Italy","Italy / Friuli Venezia Giulia",0,1,0,0,0
"EPI_ISL_417422","GISAID",29817,"High","2020/3/4","Belgium","Belgium / Dilbeek",0,1,0,0,0
"EPI_ISL_417423","GISAID",29891,"High","2020/3/1","Italy","Italy / Friuli Venezia Giulia",0,1,0,0,0
"EPI_ISL_417424","GISAID",29817,"High","2020/3/4","Belgium","Belgium / Kasterlee",0,1,0,0,0
"EPI_ISL_417425","GISAID",29817,"High","2020/3/6","Belgium","Belgium / Schoten",0,1,0,0,0
"EPI_ISL_417426","GISAID",29816,"High","2020/3/4","Belgium","Belgium / Leuven",0,1,0,0,0
"EPI_ISL_417427","GISAID",29817,"High","2020/3/2","Belgium","Belgium / Sint-Pieters-Woluwe",0,1,0,0,0
"EPI_ISL_417428","GISAID",29816,"High","2020/3/2","Belgium","Belgium / Rixensart",0,1,0,0,0
"EPI_ISL_417429","GISAID",29816,"High","2020/3/3","Belgium","Belgium / Holsbeek",0,1,0,0,0
"EPI_ISL_417430","GISAID",29816,"High","2020/3/3","Belgium","Belgium / Vorst",0,1,0,0,0
"EPI_ISL_417330","GISAID",29903,"High","2020/3/13","United States","United States / California / San Francisco County",0,1,0,0,0
"EPI_ISL_417334","GISAID",29879,"High","2020/3/4","France","France / ARA",0,1,0,0,0
"EPI_ISL_417335","GISAID",29876,"High","2020/3/6","France","France / ARA",0,1,0,0,0
"EPI_ISL_417336","GISAID",29879,"High","2020/3/6","France","France / ARA",0,1,0,0,0
"EPI_ISL_417337","GISAID",29879,"High","2020/3/7","France","France / ARA",0,1,0,0,0
"EPI_ISL_417338","GISAID",29879,"High","2020/3/7","France","France / ARA",0,1,0,0,0
"EPI_ISL_417339","GISAID",29879,"High","2020/3/8","France","France / ARA",0,1,0,0,0
"EPI_ISL_417340","GISAID",29879,"High","2020/3/7","France","France / ARA",0,1,0,0,0
"EPI_ISL_417276","GISAID",29900,"High","2020/3/7","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417279","GISAID",29903,"High","2020/3/7","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417280","GISAID",29904,"High","2020/3/7","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417282","GISAID",29904,"High","2020/3/5","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417283","GISAID",29900,"High","2020/3/6","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417285","GISAID",29904,"High","2020/3/6","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417286","GISAID",29904,"High","2020/3/5","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417289","GISAID",29904,"High","2020/3/6","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417291","GISAID",29904,"High","2020/3/8","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417293","GISAID",29904,"High","2020/3/8","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417295","GISAID",29903,"High","2020/3/8","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417297","GISAID",29903,"High","2020/3/6","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417299","GISAID",29903,"High","2020/3/8","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417301","GISAID",29903,"High","2020/3/6","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417302","GISAID",29903,"High","2020/3/5","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417311","GISAID",29903,"High","2020/3/9","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417312","GISAID",29904,"High","2020/3/8","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417313","GISAID",29904,"High","2020/3/8","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417315","GISAID",29903,"High","2020/3/13","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417318","GISAID",29903,"High","2020/2/29","United States","United States / California / Santa Clara County",0,1,0,0,0
"EPI_ISL_417320","GISAID",29903,"High","2020/3/4","United States","United States / California / Santa Clara County",0,1,0,0,0
"EPI_ISL_417231","GISAID",29904,"High","2020/3/3","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417232","GISAID",29904,"High","2020/3/4","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417233","GISAID",29904,"High","2020/3/2","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417234","GISAID",29904,"High","2020/3/2","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417235","GISAID",29904,"High","2020/3/2","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417236","GISAID",29904,"High","2020/3/1","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417240","GISAID",29904,"High","2020/3/3","United Kingdom","United Kingdom / England",0,1,0,0,0
"EPI_ISL_417244","GISAID",29904,"High","2020/3/3","United Kingdom","United Kingdom / England",0,1,0,0,0
